label,filename,filepath,file_size,filename_length,extension_count,has_double_extension,has_uppercase_extension,has_unicode_control_char,special_char_ratio,extension_category,is_executable_extension,is_script_extension,is_macro_document,is_archive_extension,is_unknown_extension,magic_bytes_known,magic_bytes_valid,extension_mime_mismatch,has_content_type,claimed_mime_mismatch,embedded_file_signature_count,byte_entropy,header_entropy,printable_ratio,null_byte_ratio,unique_byte_count,url_count,ip_address_count,base64_candidate_count,suspicious_command_count,execution_api_count,network_api_count,obfuscation_pattern_count,suspicious_string_count,archive_entry_count,executable_entry_count,script_entry_count,archive_depth,compression_ratio,archive_bomb_suspected
benign,002ce0d28ec990aadbbc89df457189de37d8adaadc9c084b78eb7be9a9820c81.exe,data\raw\benign\002ce0d28ec990aadbbc89df457189de37d8adaadc9c084b78eb7be9a9820c81.exe,400848,68,1,0,0,0,0.014705882352941176,executable,1,0,0,0,0,1,1,0,0,0,4,6.205815553975595,5.79758821195126,0.32219943719315053,0.21532600886121422,256,16,1,1,0,0,0,1,1,0,0,0,0,0.0,0
benign,003851675800dc05cdac1baa84cab8f68534b244906d97ced0c40f50da27df0a.exe,data\raw\benign\003851675800dc05cdac1baa84cab8f68534b244906d97ced0c40f50da27df0a.exe,54264,68,1,0,0,0,0.014705882352941176,executable,1,0,0,0,0,1,1,0,0,0,9,5.7756931132187335,5.167075108397987,0.38629662391272296,0.3273625239569512,256,22,1,0,0,0,0,0,0,0,0,0,0,0.0,0
benign,00eea85752664955047caad7d6280bc7bf1ab91c61eb9a2542c26b747a12e963.exe,data\raw\benign\00eea85752664955047caad7d6280bc7bf1ab91c61eb9a2542c26b747a12e963.exe,38400,68,1,0,0,0,0.014705882352941176,executable,1,0,0,0,0,1,1,0,0,0,9,5.8243819996080575,5.303305046158989,0.39403645833333334,0.27979166666666666,256,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
benign,0111bddac92a792c7b2ee3ab77642c33df0e01afe737b0d1fa0cbbf331d9572c.exe,data\raw\benign\0111bddac92a792c7b2ee3ab77642c33df0e01afe737b0d1fa0cbbf331d9572c.exe,65536,68,1,0,0,0,0.014705882352941176,executable,1,0,0,0,0,1,1,0,0,0,1,6.395914265227364,5.202085865594572,0.3675994873046875,0.1632843017578125,256,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0
benign,016584e586de67b725ac1e3974fcca320bf81c8c489ebb17d9909735d517e7ae.exe,data\raw\benign\016584e586de67b725ac1e3974fcca320bf81c8c489ebb17d9909735d517e7ae.exe,74936,68,1,0,0,0,0.014705882352941176,executable,1,0,0,0,0,1,1,0,0,0,1,6.507932745491894,4.971791151135959,0.33962314508380487,0.19947688694352514,256,12,0,0,0,0,0,0,0,0,0,0,0,0.0,0
benign,01a38ae91ae28ca9dcc89790292ad106a3f5bf8c16318b7ac9c1e7ab4ca628d4.exe,data\raw\benign\01a38ae91ae28ca9dcc89790292ad106a3f5bf8c16318b7ac9c1e7ab4ca628d4.exe,308271,68,1,0,0,0,0.014705882352941176,executable,1,0,0,0,0,1,1,0,0,0,24,7.983542726366662,6.359161522369793,0.3602285002481583,0.012956132753324185,256,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
benign,0222aaf048e5bc28f88d03862f133bc444d358f06201e00dcc93422c81e5bcca.exe,data\raw\benign\0222aaf048e5bc28f88d03862f133bc444d358f06201e00dcc93422c81e5bcca.exe,333680,68,1,0,0,0,0.014705882352941176,executable,1,0,0,0,0,1,1,0,0,0,5,6.489113883731338,5.221951314609696,0.32445456725005994,0.21272776312634858,256,13,1,0,0,0,0,0,0,0,0,0,0,0.0,0
benign,02253301617f5201605443ec0c4ab9e3bf8667caa3ea57a0be4d0641e2394ef6.exe,data\raw\benign\02253301617f5201605443ec0c4ab9e3bf8667caa3ea57a0be4d0641e2394ef6.exe,39936,68,1,0,0,0,0.014705882352941176,executable,1,0,0,0,0,1,1,0,0,0,10,5.632788596566447,5.146996000139019,0.32677283653846156,0.3213641826923077,256,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
benign,02431aa60089b968bc59acc69796ed9418546894752d0c9766fbe3aae0a85031.exe,data\raw\benign\02431aa60089b968bc59acc69796ed9418546894752d0c9766fbe3aae0a85031.exe,35272,68,1,0,0,0,0.014705882352941176,executable,1,0,0,0,0,1,1,0,0,0,3,6.544705529079121,5.386849790621982,0.4074053073259242,0.2170843728736675,256,18,1,0,0,0,0,0,0,0,0,0,0,0.0,0
benign,03aed529543ac4ce2d9bb6b325f59686a06f1e9df112cf719a8e5222fffda801.exe,data\raw\benign\03aed529543ac4ce2d9bb6b325f59686a06f1e9df112cf719a8e5222fffda801.exe,43850,68,1,0,0,0,0.014705882352941176,executable,1,0,0,0,0,1,1,0,0,0,0,6.444695801658393,5.428785294599729,0.32775370581527935,0.12255416191562143,256,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
