label,filename,filepath,file_size,filename_length,extension_count,has_double_extension,has_uppercase_extension,has_unicode_control_char,special_char_ratio,extension_category,is_executable_extension,is_script_extension,is_macro_document,is_archive_extension,is_unknown_extension,magic_bytes_known,magic_bytes_valid,extension_mime_mismatch,has_content_type,claimed_mime_mismatch,embedded_file_signature_count,byte_entropy,header_entropy,printable_ratio,null_byte_ratio,unique_byte_count,url_count,ip_address_count,base64_candidate_count,suspicious_command_count,execution_api_count,network_api_count,obfuscation_pattern_count,suspicious_string_count,archive_entry_count,executable_entry_count,script_entry_count,archive_depth,compression_ratio,archive_bomb_suspected
malware,bypass403.php,data\raw\malware_webshell\tennc_webshell\0xAbbarhSF\CTF-WebShells-\bypass403.php,50243,13,1,0,0,0,0.07692307692307693,script,0,1,0,0,0,0,0,0,0,0,0,4.468266175301677,4.238754534412255,0.9999203869195709,0.0,85,0,0,0,0,2,0,3,5,0,0,0,0,0.0,0
malware,configkillerionkros.php,data\raw\malware_webshell\tennc_webshell\0xAbbarhSF\CTF-WebShells-\configkillerionkros.php,7616,23,1,0,0,0,0.043478260869565216,script,0,1,0,0,0,0,0,0,0,0,0,5.5464767214007535,5.543169689161938,0.9524684873949579,0.0,86,0,0,0,0,0,0,0,4,0,0,0,0,0.0,0
malware,InjectionShell.php,data\raw\malware_webshell\tennc_webshell\0xAbbarhSF\CTF-WebShells-\InjectionShell.php,349293,18,1,0,0,0,0.05555555555555555,script,0,1,0,0,0,0,0,0,0,0,1,6.160320334749293,5.504334015194011,0.9643136278138984,0.0,101,58,13,157,27,15,0,187,554,0,0,0,0,0.0,0
malware,punk-nopass.php,data\raw\malware_webshell\tennc_webshell\0xAbbarhSF\CTF-WebShells-\punk-nopass.php,58708,15,1,0,0,0,0.13333333333333333,script,0,1,0,0,0,0,0,0,0,0,0,5.55135336954103,5.197574978016511,0.9758295291953396,0.0,96,24,0,0,15,11,0,0,198,0,0,0,0,0.0,0
malware,Rootshell.v.1.0.php,data\raw\malware_webshell\tennc_webshell\0xAbbarhSF\CTF-WebShells-\Rootshell.v.1.0.php,9757,19,1,0,0,0,0.21052631578947367,script,0,1,0,0,0,0,0,0,0,0,0,5.333020694058841,4.762677151301149,0.974889822691401,0.0,95,1,0,0,1,1,0,0,5,0,0,0,0,0.0,0
malware,SimAttacker - Vrsion 1.0.0 - priv8 4 My friend.php,data\raw\malware_webshell\tennc_webshell\0xAbbarhSF\CTF-WebShells-\SimAttacker - Vrsion 1.0.0 - priv8 4 My friend.php,11627,50,1,0,0,0,0.26,script,0,1,0,0,0,0,0,0,0,0,0,5.387758163642776,5.404169407296923,0.9229379891631547,0.0,93,1,0,0,12,1,0,0,32,0,0,0,0,0.0,0
malware,sniffer.php,data\raw\malware_webshell\tennc_webshell\0xAbbarhSF\CTF-WebShells-\sniffer.php,4046,11,1,0,0,0,0.09090909090909091,script,0,1,0,0,0,0,0,0,0,0,0,5.816198086513191,5.816198086513191,0.7488877904102818,0.0,152,0,1,0,0,0,0,0,3,0,0,0,0,0.0,0
malware,uploader403.php,data\raw\malware_webshell\tennc_webshell\0xAbbarhSF\CTF-WebShells-\uploader403.php,2093,15,1,0,0,0,0.06666666666666667,script,0,1,0,0,0,0,0,0,0,0,0,4.69961541077065,4.69961541077065,0.998088867654085,0.0,86,0,0,0,0,1,0,1,5,0,0,0,0,0.0,0
malware,accept_language.txt,data\raw\malware_webshell\tennc_webshell\138shell\A\accept_language.txt,77,19,1,0,0,0,0.10526315789473684,document,0,0,0,0,0,0,0,0,0,0,0,5.237121443095627,5.237121443095627,0.974025974025974,0.0,43,0,0,0,0,1,0,0,1,0,0,0,0,0.0,0
malware,Ajan.asp.txt,data\raw\malware_webshell\tennc_webshell\138shell\A\Ajan.asp.txt,1326,12,2,1,0,0,0.16666666666666666,document,0,1,0,0,0,0,0,0,0,0,0,5.075785399719294,5.075785399719294,0.9562594268476622,0.0,67,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0
malware,Ajax_PHP Command Shell.txt,data\raw\malware_webshell\tennc_webshell\138shell\A\Ajax_PHP Command Shell.txt,18181,26,1,0,0,0,0.15384615384615385,document,0,0,0,0,0,0,0,0,0,0,0,5.3820516887296135,5.383875393019363,0.8721192453660415,0.0,94,3,0,0,19,5,0,0,37,0,0,0,0,0.0,0
malware,Antichat Shell v1.3.txt,data\raw\malware_webshell\tennc_webshell\138shell\A\Antichat Shell v1.3.txt,9178,23,1,0,0,0,0.17391304347826086,document,0,0,0,0,0,0,0,0,0,0,0,5.641081972058615,5.744650477824696,0.9592503813466986,0.0,93,1,0,0,3,1,0,0,25,0,0,0,0,0.0,0
malware,Asmodeus v0.1.pl.txt,data\raw\malware_webshell\tennc_webshell\138shell\A\Asmodeus v0.1.pl.txt,1652,20,2,1,0,0,0.2,document,0,1,0,0,0,0,0,0,0,0,0,5.382527866544633,5.382527866544633,0.8426150121065376,0.0,73,1,1,0,0,4,1,0,5,0,0,0,0,0.0,0
